Dongguan Vdette Information Technology Co.,Ltd;523000, Китай, Dongguan, Room 1303, Building 1, No.5, Keji No.2 Road, Songshan Lake Park;"+86 (0769) 22899049; +86 () 13798561926";www.vdette.com;info@vdette.com;Компания Vdette, основанная в 2017 году, является ведущим поставщиком инновационных решений для очистки и дезинфекции воздуха. Мы специализируемся на разработке передовых очистителей воздуха, которые сочетают технологии холодной плазмы, фильтры HEPA и электростатическую фильтрацию. Наши продукты эффективно удаляют загрязнители, аллергены, бактерии, вирусы и запахи, улучшая качество воздуха в домах, офисах и коммерческих помещениях. Мы ориентированы на экологически чистые, высокоэффективные решения, фокусируемся на качестве, надежности и удовлетворении потребностей клиентов. Vdette продолжает расширять своё присутствие на международном рынке, предлагая передовые технологии очистки воздуха для удовлетворения растущих потребностей современного мира.;Vdette
DongGuan Xuansn Electronic Tech Co.,ltd;Китай, DongGuan, Room 1701,Wanshenhuating, No.3, ShengPing Street, ChongTou community,ChangAn Town;"+86 (769) 81668821; +86 () 18825879082";-;sales1@xuanxcapacitors.com;-;-
Dongguan Xueqiang Electronic CO.,Ltd;523000, Китай, DONGGUAN, Room 703, Building 2, Oufeiguang Research Center, No. 2 Huahai Road, Binhaiwan New Area;+86 (769) 85343441;www.sunelectech.com;sunnytan@sunelectech.com;"Наши основные клиенты расположены в США, Италии, Великобритании и Франции.
Мы являемся производителями PCB и PCBA. У нас есть опытная производственная команда и международная команда продаж; Мы можем сэкономить много денег, предлагая клиентам конкурентоспособные цены и своевременную доставку.
Мы постоянно расширяем сферу деятельности посредством внешней торговли, совместных предприятий и сотрудничества, стремимся к достижению корпоративной специализации, глобализации и информатизации.
Мы придаем большое значение налаживанию и развитию сотрудничества с людьми во всем мире в сфере бизнеса, финансов и промышленности. Мы будем предоставлять нашим клиентам профессиональные и качественные услуги по разумной цене.";SUNELECTECH
Dongguan Yiqian hardware plastic products Co., LTD;Китай, Dongguan, No.101, Building D, No.29, Baohong Road, Baotun Community, Houjie Town;"+86 (0769) 13902605062; +86 (0769) 13686699368";http://yiqian6666.1688.com;-;-;-
DongGuan YoungSun Precision Mould Co., Ltd;523867, Китай, Дунгуань, No3 RongfuRoad ,3rdIndustrialZone,ShangshaCommunity,ChanganTown;+86 (0769) 85849509;www.emt-ind.com;wang.nika@emt-ind.com;"Производство пресс - форм; Производство пластмассовых изделий; Разработка металлических изделий; Производство электронных компонентов; Производство электронных компонентов и электромеханических компонентов; Производство вспомогательных электроприборов; Разработка автомобильных деталей; Производство изделий из металла; Сокращение шестерни и шестерни, изготовление коробки передач; Обработка механических деталей, деталей и компонентов; Производство звукового оборудования; Производство металлоконструкций; Импорт и экспорт товаров; Экспорт и импорт технологий; Аренда недвижимого имущества";EMT
Dongguan Yuanze Electric Co., Ltd;523726, Китай, Дунгуань, No.2 Gaoli Fourth Road, Jiaoyitang Community, Tangxia Town;"+86 (0769) 39005818; +86 (0) 17267773539";www.yzrelay.com;alexhe@yuanzerelay.com;Dongguan Yuanze Electrical Co., Ltd. — это предприятие, ориентированное на развитие, специализирующееся на исследованиях, разработках, производстве и продажах реле. Основные продуктовые линейки компании включают реле связи, силовые реле, промышленные реле управления, автомобильные реле, реле с фиксацией, реле зеленой энергии, реле постоянного тока высокого напряжения и многое другое. Имея более чем десятилетний опыт, Yuanze последовательно отдает приоритет технологиям, инновациям в исследованиях и разработках, превосходству в качестве и интеллектуальному производству. Команда Yuanze посвящает себя изготовлению каждого реле с точностью и заботой.;-
Dongguan Zhongkai Electronic Co.,Ltd;Китай, Dongguan, No.3A Putian second Road, Tangxia Town;+86 (769) 89176616;www.dgzhk.com;cathy@dgzhk.com;-;-
Dongguan Caixin Information Technology Co., Ltd.;518000, Китай, Shenzhen, Room 2401, Building 4, Phase 2, Tian'an Yungu, Bantian, Longgang District;+86 (0) 15013660298;maxi-ic.com;sally@maxi-ic.com;"""Компания Dongguan Caixin Information Technology Co., Ltd. Компания Dongguan Caixin Information Technology Co., Ltd. была основана в 2013 году и имеет более чем 10-летний опыт работы на рынке электронных компонентов.
Caixin поставляет компоненты на склад и в дефиците для клиентов из таких отраслей, как медицинская, военная, аэрокосмическая, компьютерная, телекоммуникационная, Al, робототехника, транспорт и другие.
Качество на первом месте, разумная цена, быстрая доставка - вот философия бизнеса Caixin. Наряду с профессиональным и опытным обслуживанием, мы в настоящее время расширяем наш бизнес по всему миру.";HAMAMATSU，NICOMATIC，MKFOUNDER
Dongguan Jiahua Enclosures Technology Co.,Ltd;523850, Китай, Дунгуань, Room 101, Building 1, 267 Chang 'an Zhen 'an West Road, Chang 'an Town;+86 (755) 83222882;"https://partmold.com; www.chinaenclosure.com";ivy@szomk.com.cn;"Компания Dongguan Jiahua Enclosures Technology Co., Ltd, дочерняя Shenzhen OMK Electronics Co., Ltd, основана в 2009 году.  Это высокотехнологичное предприятие, объединяющее R&D, производство и продажи.Мы предлагаем полный спектр услуг: дизайн продукции, прототипирование, проектирование и изготовление пресс-форм, литье пластмасс.Благодаря опытной команде мы обеспечиваем высокое качество по конкурентным ценам.  Завод сертифицирован по ISO 9001:2015, работает над внедрением ISO 14000 и TS16949.Производим пресс-формы размером 150–1500 мм, весом до 8 тонн.
Следуя принципам честности, инноваций и взаимовыгодного сотрудничества, мы внедряем передовые технологии, создавая успешное будущее с клиентами!";-
DONGNAN ELECTRONICS CO.LTD;325600, Китай, Yueqing, No.218 Weishiyi Rd., YueQing Economic Development Zone;+86 (0) 13867740163;www.switch-china.com;linda@switch-china.com;"Компания Dongnan Electronics Co., Ltd. была основана в 1987 году с биржевым кодом 301359. Мы являемся профессиональным предприятием по производству переключателей, которое объединяет исследования и разработки, производство, продажи и послепродажное обслуживание. Продукция охватывает более 50 стран и регионов по всему миру.
Наша основная продукция включает в себя микропереключатели, водонепроницаемые микропереключатели, электронные приводы блокировки, реле давления и другие серии и получили UL/cUL/CB/VDE/TUV/ENEC/KC/KTL и CQC сертификации.Наша продукция широко используется в автомобильной части, новой энергии зарядного оборудования, бытовой техники, медицинского оборудования, низковольтного оборудования и других областях.";DONGNAN
DONGYANG HUAMEI TRADE CO.,LTD;322118, Китай, Дунъян, No.678 Jiangnan Rd,Hengdian;+86 (579) 13588628611;www.huamei777.com;rex1978@vip.163.com;"Компания с ограниченной ответственностью была основана в 2010 году компанией Zhejiang Huamei Industrial Co., Ltd. Наша компания является профессиональной электронной компанией, объединяющей исследования и разработки, производство и продажу. Мы придерживаемся концепции управления качеством в первую очередь и приоритетом клиента, предоставляя клиентам наиболее рентабельные продукты с точностью, эффективностью, строгостью и прагматизмом. Мы завоевали доверие и поддержку наших клиентов благодаря доверию к рынку и уникальному культурному очарованию.
Красота: совершенство Красивые услуги: Работайте изо всех сил.";Нет!
DSMedia.pro;191024, Россия, Санкт-Петербург, Невский пр-т, д.168-2;+7 (812) 3278228;https://dsmedia.pro;info@dsmedia.pro;DSMedia.pro – медиа ресурс созданный в 2020 году. Площадка освещает развитие современных цифровых технологий, решений на их основе и тенденций цифровой эволюции. На платформе выходят регулярные публикации компаний IT рынка - новости, статьи, кейсы, обзоры и аналитика.;-
DWIN;350000, Россия, Краснодар, ул. им. Думенко, 33;+7 (918) 4896972;www.dwin-global.com;rvb@dwin-global.ru;Компания DWIN является одним из крупнейших производителей экранных модулей, HMI панелей и LCD дисплеев. DWIN это предприятие полного цикла имеющее собственные мощности для всего цикла производства. Компания проводит собственные научные разработки и благодаря этому предлагает высокое качество продукции широкого назначения.;DWIN
Ea-chip Industry;518028, Китай, Shenzhen, ROOM 5802B, SEG PLAZA, HUAQIANG NORTH ROAD,﻿ FUTIAN DISTRICT;"+86 (0755) 83984682; +86 (00) 19073161032";www.ea-chip.com;info@ea-chip.com;Ea-chip! Мы опытный игрок в индустрии электронных компонентов с более чем 15-летним опытом, предоставляющий исключительный сервис клиентам по всему миру. Наша штаб-квартира находится в оживленном городе Монгкок Коулун Гонконг, где мы зарекомендовали себя как надежный и заслуживающий доверия партнер для предприятий в каждой отрасли. Наш опыт в сочетании с нашим обширным инвентарем и конкурентоспособными ценами поможет вам найти правильные электронные компоненты для ваших конкретных нужд.;Ea-chip
Eastech Electronics Limited;Китай, Shenzhen, Room 17F Block A Huaqiang Square Huaqiang North Road Futian District;"+86 (0755) 82772775; +86 (0) 13543300484";https://www.eastechic.com/;marketing@eastechic.com;-;-
Echemistry;Россия, Санкт-Петербург;-;www.echemistry.ru;info@echemistry.ru;"Echemistry – это общедоступный индустриальный портал, действующий под патронатом Союза машиностроителей России,  посвященный электрохимии.

Одной из основных задач нашего портала является улучшение обратной связи между производственной, учебной и научной средой с целью установления открытого взаимодействия в решении различных производственных вопросов, повышению информированности специалистов, а так же в оказании содействия при трудоустройстве молодых специалистов на производственных площадках и исследовательских учреждениях.

Доступ к представленной информации по всем вопросам, в том числе технического характера, открыт всем посетителям портала";-
eFind.ru;Россия, Санкт-Петербург, Коломяжский пр., д. 27, этаж 8, офис 8;+7 (812) 3095030;efind.ru;client@efind.ru;eFind.ru — лидер российского рынка поисковых систем электронных компонентов и электротехники. Компания представлена на рынке с 2002 года. На сегодняшний день в базе системы более 900 ведущих поставщиков из России и зарубежья. Наша статистика: 9 000 посетителей и 20 000 поисковых запросов в день, – полмиллиона запросов в месяц.;-
Electro Direct;630102, Россия, Новосибирск, ул. Кирова, д. 82;+7 (383) 3034566;https://el-direct.ru/;info@el-direct.ru;"Электро-Директ — компания из Сибири, предоставляющая услуги контрактного производства электроники в России с сервисным подходом. Также обеспечиваем поставку печатных плат, электронных компонентов и услугу обратного инжиниринга.

- Производим на качественном оборудовании немецкого, японского и корейского производства.
- Обеспечиваем быстрое изготовление прототипов. Пробная партия до изготовления основной серии позволяет вам избежать потери денег. 
- Изготовливаем и поставляем партии любого размера благодаря 
 собственному высокотехнологичному производству.";Electro Direct
Enzhuer Technology(Zhongshan) Ltd.;528400, Китай, Zhongshan, Room 1402, 1st floor, Building 12, No. 33-38, Lane 3, Longbiyong Street;+86 (20) 13714646179;www.jjw-module.com;sherry@enzhuer.com;"Enzhuer- профессиональная компания с 15-летним опытом, занимающаяся предоставлением услуг по электронике с большим количеством электронных компонентов, высокотехнологичных чипов и интегральных схем под брендами: Analog Devices Inc Intel / Altera, Xilinx, Renesas / IDT / Intersil, NXP,
,ST,Texas Instruments,ON Semiconductor,Freescale,Allegro,
Микрочип, Infineon, ATMEL, Maxim Integrated, TE Connectivity,
MINMAX, мини-схемы, MACOM, Qorvo, Wolfspeed / Cree
Первый датчик, TRACO Power, Vicor, Simcom, Quectel и т. д.
, а также оборудование и расходные материалы для электрической автоматизации брендов ABB, SICK, SIEMEMS, Schneider, P + F, Fluke, Omron, Allen Bradley, BECKHOFF, WAGO, Delta, molex, амфенол и т. д.
Мы поддерживаем агентский закупочный бизнес, приветствуем ваши запросы!";Abb, больной, Siemems, Schneider, P+F, Fluke, Omron, Alnen -Brэdli, Trabtech, Beckhoff, Wago,
EXPLORE MICROWAVE;621000, Китай, Мяньян, Qunfeng East Street, Economic Development Zone;+86 (00) 18030801753;-;-;Основанная в 2018 году, специализируется на разработке и настройке короткополосных сверхширокополосных радиочастотных продуктов.;-
FAV Technology Co.,Limited;999077, Китай, Гонконг, UNIT2223,22/F,YAN'S TOWER,25-27 WONG CHUK HANG ROAD,ABERDEEN;+86 (0) 19129480868;https://www.fav-tech.com/;louis@fav-tech.com;"FAV TECH — ведущий дистрибьютор прецизионных приборов и электронных компонентов в Азии, специализирующийся на предоставлении высококачественных услуг в области точных измерений и тестирования. Мы являемся предпочтительным стратегическим партнером для компаний, которым необходимы оригинальные, отслеживаемые электронные компоненты с быстрыми решениями по закупке.
Наша стабильная цепочка поставок, широкий ассортимент на складе и эффективная логистическая сеть позволяют нам предоставлять нашим клиентам быстрые и надежные услуги, помогая им существенно экономить время и затраты.";FAV-TECH
FINEST ELECTRONICS (ZHUHAI) LIMITED;519050, Китай, ZHUHAI, Building A2, Pingsha Electronic and Electrical Industry Park, No.189 Xingchan 1st Road, Pingsha Town, Jinwan District;"+86 (0756) 7236792; +86 (0756) 7236791";www.finestpcb.com;sales6@finestpcb.com;Комплексное обслуживание по изготовлению и сборке печатных плат, ваш надежный и недорогой поставщик быстрых прототипов печатных плат PCBa... Специализируется на производстве печатных плат, обработке EMS, быстром изготовлении прототипов SMT и мелкосерийном производстве.;FINEST
FIREPOWER TECHNOLOGY;194044, Китай, Санкт-Петербург, Гельсингфорсская 3 литер 3, офис 415;+7 (812) 6280016;www.inelso.ru;sales@inelso.ru;"FIREPOWER TECHNOLOGY – разработчик и производитель инерциальных датчиков и систем на их основе:
Волоконно-оптические гироскопы (ВОГ) и системы на их основе:
- Инерциальные измерительные модули,
- Инерциальные навигационные системы (ИНС),
- Гирокомпасы.
МЭМС-датчики и системы на их основе:
- МЭМС-гироскопы в корпусе и в виде чипа,
- Инерциальные измерительные модули,
- Инерциальные навигационные системы.
Кварцевые акселерометры.
Испытательное оборудование:
-Одно-, двух- и трёхосевые поворотные столы,
- Доступны опции с термокамерами.
Возможно массовое производство и доработка по ТЗ клиента.";FIREPOWER TECHNOLOGY
Firmamentech Electronics Technology Co., Ltd.;710000, Китай, Сиан, Room A-39, 23 / F, Block D Xidian Technology Park, 168 Kechuang Road Yanta District;"+86 (029) 88251416; +86 () 13560726024";-;lulin122360@163.com;"Компания Firmamentech Electronics Technology Co., Ltd. предлагает ведущие в отрасли монолитные и интегрированные микросхемы микроволнового/миллиметрового диапазона. Серия микросхем включает PA, LNA, ATT, PS и т. д., а производственный процесс охватывает различные технологии, такие как GaN/GaAs. /КМОП/СОИ.
 Firmamentech также обладает ведущими в отрасли возможностями проектирования и массового производства компонентов микроволновой TR, микросхем TR, антенн с активной фазированной решеткой, радаров и т. д. и стремится предоставлять клиентам высокопроизводительную и высоконадежную продукцию. оптимальное сочетание с точки зрения потребления, интеграции и стоимости.";Firmamentech
Flexcom Technology (Changzhou) Co., Ltd.;213125, Китай, CHANGZHOU, No. 135 Hanjiang West Road;+86 (519) 68880001;www.flexcom.cn;admin@flexcom.cn;-;-
FOSHAN JUNXIAN TRADING CO.,LTD;528000, Китай, Foshan, NO.326,YUEHUA ROAD,HECHENG STREET,GAOMING DISTRICT;+86 (757) 88222988;-;nashboy@163.com;"FOSHAN JUNXIAN TRADING CO.,LTD is a leading professional electronics contract manufacturer, which provides OEM/ODM service
worldwide. With over 20 years experience, we are not just a manufacturer; it is also a professional designer for new concepts, new ideas based on customers. Our product range covers various fields, i.e. consumer electronics, telecommunications, industrial products, auto mobile assemblies, medical equipments etc.
Meanwhile,we devote ourself to developing new products,for example: smart padlock,air purifier,to design and manufacture by ourself,and win high reputation in the market.";OEM
FS CIRCUIT (SHENZHEN) CO.,LTD;518126, Китай, Шэньчжэнь, 3rd Floor, FS Science Park, 181 Gushu First Road, GuShu 1st Road, Xixiang Street, Bao 'an District;+86 (0755) 86966026;www.fscircuit.com;info@fscircuit.com;"FS Circuit расположен в Шэньчжэне, Гуандун. В качестве услуг по производству электроники
Контрактный производитель, мы хорошо разбираемся в изготовлении печатных плат, закупке компонентов печатных плат, сборке печатных плат, тестировании
и контроль качества, а также услуги по сборке готовой продукции.";FS
Fujian Nanping Sanjin Electronics Co., Ltd.;353000, Китай, Наньпинь, No. 64-7 Xixi Rd, Yanping District;"+86 (599) 8515580; +86 () 13799404890";https://www.npsjdz.com/;sjdz@npsjdz.com;Компания FNSE, основанная в 1997 году, на протяжении многих лет занимается исследованием, разработкой и производством электронных компонентов, включая металлические крышки, выводные рамки, керамические и пластиковые корпуса. Кроме того, мы предоставляем услуги по упаковке интегральных схем (IC packaging).;-
Fujian Torch Electron Technology Co.,Ltd;3620000, Китай, Quanzhou, No.4 Zi Hua Road;"+86 (0595) 22353515; +86 (0) 18250295809";https://www.torchcapacitor.com/;trade@torch.cn;Основанная в 1989 году компания Торч Электроникс （Torch Electronics ）завоевала репутацию «Эксперта в области конденсаторов» благодаря многолетней специализации на производстве данной продукции. Конденсаторы Torch широко применяются в авиации, аэрокосмической отрасли, судостроении, телекоммуникациях, электроэнергетике, железнодорожном транспорте и сфере новой энергетики. Признанная национальным высокотехнологичным предприятием, Torch Electronics на протяжении 10 лет подряд входит в список 100 ведущих предприятий Китая по производству электронных компонентов. В 2015 году компания была зарегистрирована на Шанхайской фондовой бирже (код акции: 603678).;save
Global Chip Industrial Co., Limited;Гонконг, специальный административный район Китая, Гонконг, RM A07 1701-02 NEW TREND CENTRE 704 PRINCE EWARD ROAD EAST SAN PO KONG KL;"+86 (0592) 6083169; +86 (0) 13666011809";https://global-chip.com/;annie@global-chip.com;"Глобальная индустриальная чиповая компания Синьтун создана в 2010 году.
Продукты, которыми управляет Синьтун, в основном включают ЦПУ(CPU), графический процессор (GPU), чипсеты, чипы сетевой карты, беспроводное соединение Вайфай, жесткие диски, твердотельные накопители, память, интегральная схема(IC) и т.д., Продукты употребляются в таких сферах, как ноутбук, настольный компьютер, сервер, видеокарта для майнинга и промышленный персональный компьютер, области применения товаров связаны с оборудованием сетевой безопасности, военным, медицинским оборудованием, автомобильной электроникой, искусственным интеллектом, Интернетом вещей и т.д. Между тем, Синьтун сохраняет хорошие отношения сотрудничества с известными китайскими и (OEM), (ODM), (EMS), собственными брендами и агентами.";Intel、AMD、NVIDIA、Seagate、WD、TOSHIBA、SAMSUNG、Micron、Hynix、Kingston
Global Digital Space;115191, Россия, Москва, Духовской переулок, дом 17, строение 1;+7 (495) 4455568;https://gdspace.ru/;info@gdspace.ru;"Global Digital Space — медиа-коворкинг нового поколения для экспертов по Информационным технологиям и Информационной безопасности.
Источник: https://gdspace.ru/about";-
GLOBAL PCBA CO.,LTD;518052, Китай, Shenzhen, 1319#, Chuangxin Building A, No. 198 Daxin Road;"+86 (755) 26390586; +86 (0) 18666226298";www.global-pcba.com;derek@global-pcba.com;"Established in 2004, GLOBAL PCBA is a professional OEM/EMS/PCBA and component service provider. Our advantages are as follows:
* Rich supplier resources: We have kept stable cooperation with 2000+ original manufacturers (such as TI, ST, HOLT, XILINX, ALTERA, ADI, ATMEL, MINI, MACOM, Microchip, NXP, EUVIS, etc.) and world-renowned official distributors (such as Arrow, Avnet, Future, Mouser, Digi-Key, Fars, etc.).
* Professional BOM technical team: 
* Perfect manufacturing plant: We have nearly 300 employees and 10 SMT production lines in Shenzhen, China.
* Sound quality and certification system: ISO9001, ISO14001, UL and TS16949, etc.
* Advanced testing equipment: X-RAY, ICT, AOI and other special equipment.";TI, ST, HOLT, XILINX, ALTERA, ADI, ATMEL, MINI, MACOM
GN Group;117587, Россия, Москва, Варшавское шоссе, 125ж;"+7 (499) 7556894; +7 (499) 7559025";www.gnaxel.ru;sales@gnaxel.ru;GN Group специализируется на разработках, производстве и поставках высококачественных изделий из керамических и других материалов, а также оборудования для кристального производства и плазменной обработки поверхности. Продукция компании применяется в полупроводниковой, аэрокосмической, атомной и прочих отраслях промышленности. Оборудование разработано, спроектировано и производится в соответствии с ГОСТ и техническим регламентам. Материалы изготавливаются по ТУ, проходят обязательный выходной контроль в собственной службе ОТК, соответствуют современным мировым стандартам качества.;-
GOLDENTECH CIRCUITS TECHNOLOGY CO.,LTD;518100, Китай, Шэньчжэнь, Room 209, Building 4, Houdequn Logistics Park, Shasong Road, Shajing, Baoan;"+86 (755) 23004519; +86 () 13823346254";http://www.goldentechcircuits.com;Sales@goldentechcircuits.com;"GoldenTech networks Technology Co., LTD является профессиональным поставщиком полиуретана и малых предприятий пакетного производства. Компания стремится обеспечить быструю уплотненность ПХД, производство малых и средних пакетов и R & D услуг, для отечественных и зарубежных высокотехнологичных предприятий и R & D единиц обеспечить профессиональное, быстрое, эффективное и высококачественное производство и обслуживание.
GoldenTech circuit продолжит работу по улучшению качества продукции и услуг практическими действиями. Мы надеемся в ближайшем будущем установить с вами хорошие отношения сотрудничества и добиться общего развития";GOLDENTECH
Goldirst (Shanghai) Technology Co. Ltd;201114, Китай, Шанхай, Rm607，Building B，No. 800, Puxing Highway, Minhang District;+86 (0) 19945614484;www.goldirst.com;tony.tao@goldirst.com;Предшественница Goldirst была создана в 2007 году как производитель соединителей. Наша продукция широко используется в сфере коммуникаций, автомобилестроения, обороны, аэрокосмической промышленности, авиации и т. д. В зависимости от исключительного качества и профессионального обслуживания, мы установили долгосрочные партнерские отношения с отечественными предприятиями и дистрибьюторами и готовимся к экспорту в глобальные регионы, такие как Европа, Северная Америка, Юго-Восточная Азия и Ближний Восток. Мы также предлагаем полный спектр электронных компонентов, включая микрочипы, модули, резисторы, конденсаторы, индукторы, диоды, транзисторы, датчики, реле и т. д.;-
Goodiclink Technology Co., Ltd.;518000, Китай, Shenzhen, Room 1203, 12th Floor, Building A, Zhongmin Times Square, No. 3012, Sungang East Road, Sungang Street, Luohu District;"+86 (0755) 23942083; +86 (00) 18576610660";http://www.goodiclink.com/en/;ivan.wang@goodiclink.com;Компания Goodiclink Technology Co., Ltd. была основана в марте 2019 года, в ней работают 132 сотрудника, большинство из которых - специалисты по электронике из известных университетов. Наша компания молода и динамично развивается, средний возраст сотрудников составляет 25 лет. Более того, основатель компании и руководство имеют большой опыт работы, работали на известных производителей микросхем и двух ведущих агентов в мире.  В настоящее время мы открыли ряд филиалов по всему миру, расположенных в Гонконге, Сингапуре, США, Тяньцзине, Цзинане и других местах. Наша клиентская база разбросана по всему миру и охватывает такие разнообразные области, как медицинское оборудование, автомобильная электроника, производственные средства связи, промышленный контроль и т.д.;ADI, TI, Microchip, NXP, Xilinx, Intel(Altera), etc.
Grandtrue Tech Co., Limited;518000, Китай, Шэньчжэнь, ROOM D5. 5 FLOOR, KING YIP FACTORY BUILDING, NO. 59 KING YIP STREET, KWUN TONG, KOWLOON;+86 (13907) 927474;www.grandtruetech.com;info@grandtruetech.com;"Grandtrue Tech Co., Limited специализируется на предоставлении комплексных услуг по производству электроники для наших клиентов, включая сборку печатных плат, закупку компонентов, производство печатных плат, программирование, функциональное тестирование и сборку коробок. С момента нашего основания в 2004 году мы выросли до обладания собственными заводами по производству печатных плат и PCBA, а также получили такие сертификаты, как ISO9001, ISO14001, ISO45001, ISO 13485 и IATF16949. 

Выбирайте Grandtrue Tech Co., Limited - вашего идеального партнера!";ISO9001,ISO13485,IATF16949
Guangdong Bell Experiment Equipment Co.,Ltd.;523117, Китай, Dongguan, No.11 Wusong 1st Street, Dongcheng District;+86 (0) 18002880096;https://belltestchamber.com;sales@belltestchamber.com;"Компания DGBELL была основана в 2005 году, имела годовую производственную мощность более 4000 единиц; Среди 320 сотрудников, главный офис площадью 10 000 квадратных метров в парке высоких технологий озера Суншань в Дунгуане, завод площадью 50 000 квадратных метров, современный стандартизированный цех в Хуэйчжоу. Основная продукция: испытательные камеры для проверки надежности окружающей среды, испытательная камера для испытания на выгорание печатных плат COB, испытательная камера для механических испытаний и т. Д. Позволяет нам предоставлять превосходное оборудование и услуги для удовлетворения различных клиентов, особенно нестандартное оборудование по индивидуальному заказу. В настоящее время, наша годовая производственная мощность достигла 250 миллионов юаней.";ДГБЕЛЛ
Guangdong BERON Energy Technology Co., Ltd.;523460, Китай, Дунгуань, Building 1, No. 190, Hengli Chengxiang Road, Hengli Town;"+86 (1) 5670567569; +86 (0769) 82988272";https://beronenergy.com/;sales@beronenergy.com;Компания «Болон Энерджи» была основана в ноябре 2018 года. Это производственное предприятие полного цикла, которое специализируется на высококачественных полимерных литий-ионных аккумуляторах, цилиндрических литий-ионных батареях и аккумуляторных батареях. Компания объединяет исследования и разработки, проектирование, производство, продажи и обслуживание, являясь заводом-источником по производству высококачественных полимерных литий-ионных аккумуляторов.;Болон Энерджи
Guangdong Corecon Precision Industry Co.,Ltd.;523853, Китай, Дунгуань, Building 1, No.369 Jinjiang Road, Chang’an Town;"+86 (0769) 82283557; +86 (0769) 13316669302";https://www.coreconltd.com/;jelly@coreconltd.com;Guangdong Corecon Precision Industry Co, Ltd. является предприятием, специализирующимся на исследованиях и разработках, производстве, продажах и обслуживании разъемов и кабелей. Мы являемся настоящим заводом с более чем 10-летним опытом работы, и все основные компоненты, штыри, гнезда, пластиковые структурные части и металлические структурные части производятся самостоятельно.;CORECON
GUANGDONG HOTTECH INDUSTRIAL CO.，LTD;Китай, DONGGUAN, No.183B Puxinhu Bussiness District, Tangxia Town, Dongguan, Guangdong province;"+86 (7555) 2565333; +86 (0) 18566686037";www.heketai.com;sales08@heketai.com;Hottech is an original manufacturer specializing in R&D, production and sales since 1992. Product lines include diodes, transistors, bridge rectifiers, mosfets, ICs, resistors, capacitors etc., widely applied in power supplies, lighting, medical electronics, household appliances, communications, security, instruments, etc.;HOTTECH
GuangDong Kexin Industrial Co.,Ltd;518040, Китай, Шэньчжэнь, 401,BLOCK A, INNOVATION AND TECHNOLOGY PLAZA,FUTIAN DISTRICT;"+86 (0755) 83740009; +86 (0755) 83896222";www.kexin.com.cn;ooo@kexin.com.cn;"Компания Guangdong Koxin Industrial Co., Ltd. была основана в 1987 году, ранее известная как компания с ограниченной ответственностью, зарегистрированная в 2009 году, занимается производством, разработкой и продажей отдельных устройств SMD плагинов в течение 37 лет.
Завод занимает площадь 50 000 квадратных метров, в нем работает более 300 человек, уставный капитал 107,98 млн. юаней.
Отдельные устройства Koxin пользуются не только преимуществами и международной репутацией с точки зрения качества и цены, но и репутацией с точки зрения обслуживания. Наши продукты используются во многих областях, таких как безопасность, цифровые устройства, смартфоны, промышленный контроль, сетевая связь, автомобили и бытовая техника.";KEXIN
Guangdong Megawatt New Energy Co., Ltd.;Китай, Dongguan;+86 (755) 13632801346;manager;service@pcblead.com;-;-
Guangdong Sayfu Multilayer Circuits Co.,Ltd;523819, Китай, Дунгуань, 5th Floor, No.1 Buld, Dacheng Jiancai Square, Guanchang Road, Dalingshan Town;"+86 (769) 82792182; +86 (0) 13312967631";www.sfmpcb.com;info@sayfu-multilayer.com;Группа компаний Sayfu полностью удовлетворяет ваши потребности «от проектирования до выхода на рынок» и предоставляет превосходные услуги в области электронного производства.;sayfu
Guangdong Taijin Semiconductor Technology Co., Ltd;Китай, Chang'an town ,Dongguan city, No. 3, Xialian Road, Xiagang, Chang'an Town;+86 (769) 81761213;www.taijinsemi.com;tjin@taijinbdt.com;"Компания основана в 2010 году. Компания имеет две производственные базы площадью 8000 квадратных метров и в общей сложности 300 сотрудников.
Taijin выросла из производства пресс-форм для переноса выводных рамок корпусов ИС в профессиональную научно-исследовательскую компанию по производству оборудования для упаковки полупроводников.
Основной бизнес включает: пресс-форму для переноса выводных рамок, пресс-форму MGP, пластиковую пресс-форму для ИС, полностью автоматическое оборудование для переноса, систему автоматического формования, системы обрезки и формования, машину de-gate и другие упаковочные системы для корпусов типа TO, SOP, SSOP, TSSOP, DIP, SOT, ESOT, SOD, QFN, SMA, SMC, SMBF, MBF, JA, QFP, IPM, BGA, DFN и т.";-
